funcPK,equipePK,dataPK,cargoPK,salario,quantidadeLancamentos
66,1,736,115,3051.27,1
35,2,736,412,1793.43,1
195,2,736,306,14363.61,1
104,2,736,36,14184.62,1
73,1,736,163,2068.1,1
48,1,736,270,14992.14,1
33,1,736,27,9169.9,1
135,5,736,94,1797.28,1
184,3,736,69,10199.72,1
196,3,736,125,4478.12,1
78,5,736,427,1818.43,1
20,5,736,10,1997.42,1
88,3,736,87,11291.45,1
39,3,736,52,4182.55,1
22,3,736,176,4171.08,1
79,4,736,142,2581.24,1
37,5,736,323,4496.08,1
152,3,736,380,4052.34,1
67,5,736,40,1678.4,1
192,3,736,324,19049.82,1
97,3,736,137,7795.87,1
120,5,736,303,9841.55,1
122,4,736,328,1580.93,1
74,4,736,334,1984.86,1
137,4,736,17,12079.93,1
4,5,736,3,10498.14,1
110,3,736,422,10081.19,1
160,4,736,54,12717.71,1
40,4,736,473,6637.9,1
121,3,736,181,1707.51,1
149,5,736,171,17351.46,1
90,5,736,11,8180.52,1
189,5,736,416,6686.45,1
36,3,736,13,3334.71,1
156,3,736,419,5960.95,1
11,3,736,8,6907.06,1
89,3,736,149,7338.25,1
185,3,736,146,5560.16,1
169,3,736,471,10260.88,1
15,3,736,335,4543.46,1
168,5,736,252,14688.97,1
56,4,736,414,11613.92,1
198,3,736,80,4695.24,1
59,5,736,50,5383.27,1
6,5,736,44,5171.52,1
178,4,736,330,26470.39,1
64,5,736,257,4420.97,1
146,5,736,479,8654.24,1
58,4,736,248,11131.02,1
140,3,736,417,17017.5,1
109,3,736,155,5362.41,1
151,5,736,331,2148.44,1
139,4,736,70,1901.47,1
197,5,736,254,4262.23,1
130,5,736,245,4507.96,1
2,3,736,463,1668.94,1
131,3,736,326,9628.82,1
200,5,736,318,10631.74,1
85,3,736,58,13282.6,1
119,5,736,74,6850.11,1
9,3,736,72,13083.56,1
38,5,736,139,3434.05,1
7,5,736,431,7232.49,1
65,3,736,311,4416.36,1
123,5,736,183,9786.13,1
163,4,736,77,7949.62,1
125,3,736,113,6151.17,1
32,7,736,179,4685.89,1
49,7,736,452,5494.44,1
129,8,736,487,2563.54,1
157,7,736,47,5212.74,1
113,6,736,40,3485.08,1
105,8,736,443,4312.41,1
81,8,736,502,2085.85,1
80,6,736,494,6300.52,1
194,6,736,450,17772.11,1
21,8,736,216,32140.55,1
170,7,736,421,1501.57,1
177,8,736,49,2693.82,1
50,8,736,158,4895.71,1
158,7,736,105,10828.52,1
107,8,736,39,12459.79,1
93,7,736,248,4714.7,1
134,8,736,143,4112.61,1
108,7,736,8,5846.38,1
51,7,736,414,19858.51,1
86,7,736,198,9471.15,1
77,8,736,266,4478.94,1
83,8,736,193,2054.45,1
63,7,736,493,1611.95,1
31,8,736,3,10845.54,1
180,8,736,431,9388.55,1
44,8,736,24,11039.32,1
68,8,736,194,8647.36,1
187,8,736,43,1919.34,1
193,7,736,210,47140.17,1
1,6,736,80,24016.37,1
95,7,736,181,1503.93,1
127,8,736,54,9377.5,1
27,8,736,76,1964.01,1
117,8,736,429,14711.11,1
164,6,736,169,2797.97,1
142,8,736,458,7065.11,1
145,6,736,259,2018.86,1
186,7,736,422,4534.61,1
14,7,736,173,4179.6,1
126,8,736,447,9045.12,1
132,8,736,171,23183.39,1
72,8,736,44,5516.3,1
54,6,736,99,11842.55,1
102,7,736,256,2085.17,1
191,6,736,27,10975.3,1
41,6,736,20,9126.75,1
136,8,736,244,1934.41,1
98,6,736,30,9236.3,1
143,7,736,500,7940.47,1
144,7,736,246,9404.21,1
147,2,767,64,1559.94,1
124,2,767,329,8102.77,1
175,1,767,328,2532.51,1
171,1,767,245,7882.7,1
148,2,767,65,4404.59,1
5,2,767,112,2226.66,1
128,1,767,341,6157.04,1
82,2,767,43,1585.51,1
28,1,767,253,1594.02,1
46,1,767,390,9880.16,1
91,2,767,233,10931.47,1
176,2,767,241,2005.49,1
172,1,767,351,14218.28,1
155,1,767,121,2002.57,1
19,2,767,223,1778.26,1
94,1,767,394,2505.1,1
26,2,767,350,9162.46,1
55,2,767,313,3215.53,1
29,1,767,62,4128.44,1
181,1,767,249,11082.75,1
118,1,767,169,1741.33,1
174,1,767,183,14734.1,1
141,1,767,63,10162.84,1
188,1,767,386,14995.02,1
112,2,767,419,4320.96,1
34,1,767,16,1633.22,1
69,1,767,68,4256.5,1
62,1,767,422,5297.77,1
190,2,767,254,4083.85,1
17,2,767,2,5161.85,1
10,2,767,395,5545.2,1
199,2,767,116,4703.6,1
76,1,767,383,4875.68,1
106,2,767,234,9611.98,1
179,1,767,12,21059.63,1
111,2,767,396,10078.44,1
43,1,767,74,10589.74,1
173,2,767,53,6579.73,1
183,2,767,240,23969.94,1
53,2,767,229,3635.55,1
42,1,767,177,12777.09,1
116,2,767,343,5859.58,1
30,2,767,408,17965.17,1
66,1,767,115,3051.27,1
35,2,767,412,1793.43,1
195,2,767,306,14363.61,1
104,2,767,36,14184.62,1
73,1,767,163,2068.1,1
48,1,767,270,14992.14,1
33,1,767,27,9169.9,1
135,5,767,94,1797.28,1
184,3,767,69,10199.72,1
196,3,767,125,4478.12,1
78,5,767,427,1818.43,1
20,5,767,10,1997.42,1
88,3,767,87,11291.45,1
39,3,767,52,4182.55,1
22,3,767,176,4171.08,1
79,4,767,142,2581.24,1
37,5,767,323,4496.08,1
152,3,767,380,4052.34,1
67,5,767,40,1678.4,1
192,3,767,324,19049.82,1
97,3,767,137,7795.87,1
120,5,767,303,9841.55,1
122,4,767,328,1580.93,1
74,4,767,334,1984.86,1
137,4,767,17,12079.93,1
4,5,767,3,10498.14,1
110,3,767,422,10081.19,1
160,4,767,54,12717.71,1
40,4,767,473,6637.9,1
121,3,767,181,1707.51,1
149,5,767,171,17351.46,1
90,5,767,11,8180.52,1
189,5,767,416,6686.45,1
36,3,767,13,3334.71,1
156,3,767,419,5960.95,1
11,3,767,8,6907.06,1
89,3,767,149,7338.25,1
185,3,767,146,5560.16,1
169,3,767,471,10260.88,1
15,3,767,335,4543.46,1
168,5,767,252,14688.97,1
56,4,767,414,11613.92,1
198,3,767,80,4695.24,1
59,5,767,50,5383.27,1
6,5,767,44,5171.52,1
178,4,767,330,26470.39,1
64,5,767,257,4420.97,1
146,5,767,479,8654.24,1
58,4,767,248,11131.02,1
140,3,767,417,17017.5,1
109,3,767,155,5362.41,1
151,5,767,331,2148.44,1
139,4,767,70,1901.47,1
197,5,767,254,4262.23,1
130,5,767,245,4507.96,1
2,3,767,463,1668.94,1
131,3,767,326,9628.82,1
200,5,767,318,10631.74,1
85,3,767,58,13282.6,1
119,5,767,74,6850.11,1
9,3,767,72,13083.56,1
38,5,767,139,3434.05,1
7,5,767,431,7232.49,1
65,3,767,311,4416.36,1
123,5,767,183,9786.13,1
163,4,767,77,7949.62,1
125,3,767,113,6151.17,1
32,7,767,179,4685.89,1
49,7,767,452,5494.44,1
129,8,767,487,2563.54,1
157,7,767,47,5212.74,1
113,6,767,40,3485.08,1
105,8,767,443,4312.41,1
81,8,767,502,2085.85,1
80,6,767,494,6300.52,1
194,6,767,450,17772.11,1
21,8,767,216,32140.55,1
170,7,767,421,1501.57,1
177,8,767,49,2693.82,1
50,8,767,158,4895.71,1
158,7,767,105,10828.52,1
107,8,767,39,12459.79,1
93,7,767,248,4714.7,1
134,8,767,143,4112.61,1
108,7,767,8,5846.38,1
51,7,767,414,19858.51,1
86,7,767,198,9471.15,1
77,8,767,266,4478.94,1
83,8,767,193,2054.45,1
63,7,767,493,1611.95,1
31,8,767,3,10845.54,1
180,8,767,431,9388.55,1
44,8,767,24,11039.32,1
68,8,767,194,8647.36,1
187,8,767,43,1919.34,1
193,7,767,210,47140.17,1
1,6,767,80,24016.37,1
95,7,767,181,1503.93,1
127,8,767,54,9377.5,1
27,8,767,76,1964.01,1
117,8,767,429,14711.11,1
164,6,767,169,2797.97,1
142,8,767,458,7065.11,1
145,6,767,259,2018.86,1
186,7,767,422,4534.61,1
14,7,767,173,4179.6,1
126,8,767,447,9045.12,1
132,8,767,171,23183.39,1
72,8,767,44,5516.3,1
54,6,767,99,11842.55,1
102,7,767,256,2085.17,1
191,6,767,27,10975.3,1
41,6,767,20,9126.75,1
136,8,767,244,1934.41,1
98,6,767,30,9236.3,1
143,7,767,500,7940.47,1
144,7,767,246,9404.21,1
147,2,795,64,1559.94,1
124,2,795,329,8102.77,1
175,1,795,328,2532.51,1
171,1,795,245,7882.7,1
148,2,795,65,4404.59,1
5,2,795,112,2226.66,1
128,1,795,341,6157.04,1
82,2,795,43,1585.51,1
28,1,795,253,1594.02,1
46,1,795,390,9880.16,1
91,2,795,233,10931.47,1
176,2,795,241,2005.49,1
172,1,795,351,14218.28,1
155,1,795,121,2002.57,1
19,2,795,223,1778.26,1
94,1,795,394,2505.1,1
26,2,795,350,9162.46,1
55,2,795,313,3215.53,1
29,1,795,62,4128.44,1
181,1,795,249,11082.75,1
118,1,795,169,1741.33,1
174,1,795,183,14734.1,1
141,1,795,63,10162.84,1
188,1,795,386,14995.02,1
112,2,795,419,4320.96,1
34,1,795,16,1633.22,1
69,1,795,68,4256.5,1
62,1,795,422,5297.77,1
190,2,795,254,4083.85,1
17,2,795,2,5161.85,1
10,2,795,395,5545.2,1
199,2,795,116,4703.6,1
76,1,795,383,4875.68,1
106,2,795,234,9611.98,1
179,1,795,12,21059.63,1
111,2,795,396,10078.44,1
43,1,795,74,10589.74,1
173,2,795,53,6579.73,1
183,2,795,240,23969.94,1
53,2,795,229,3635.55,1
42,1,795,177,12777.09,1
116,2,795,343,5859.58,1
30,2,795,408,17965.17,1
66,1,795,115,3051.27,1
35,2,795,412,1793.43,1
195,2,795,306,14363.61,1
104,2,795,36,14184.62,1
73,1,795,163,2068.1,1
48,1,795,270,14992.14,1
33,1,795,27,9169.9,1
135,5,795,94,1797.28,1
184,3,795,69,10199.72,1
196,3,795,125,4478.12,1
78,5,795,427,1818.43,1
20,5,795,10,1997.42,1
88,3,795,87,11291.45,1
39,3,795,52,4182.55,1
22,3,795,176,4171.08,1
79,4,795,142,2581.24,1
37,5,795,323,4496.08,1
152,3,795,380,4052.34,1
67,5,795,40,1678.4,1
192,3,795,324,19049.82,1
97,3,795,137,7795.87,1
120,5,795,303,9841.55,1
122,4,795,328,1580.93,1
74,4,795,334,1984.86,1
137,4,795,17,12079.93,1
4,5,795,3,10498.14,1
110,3,795,422,10081.19,1
160,4,795,54,12717.71,1
40,4,795,473,6637.9,1
121,3,795,181,1707.51,1
149,5,795,171,17351.46,1
90,5,795,11,8180.52,1
189,5,795,416,6686.45,1
36,3,795,13,3334.71,1
156,3,795,419,5960.95,1
11,3,795,8,6907.06,1
89,3,795,149,7338.25,1
185,3,795,146,5560.16,1
169,3,795,471,10260.88,1
15,3,795,335,4543.46,1
168,5,795,252,14688.97,1
56,4,795,414,11613.92,1
198,3,795,80,4695.24,1
59,5,795,50,5383.27,1
6,5,795,44,5171.52,1
178,4,795,330,26470.39,1
64,5,795,257,4420.97,1
146,5,795,479,8654.24,1
58,4,795,248,11131.02,1
140,3,795,417,17017.5,1
109,3,795,155,5362.41,1
151,5,795,331,2148.44,1
139,4,795,70,1901.47,1
197,5,795,254,4262.23,1
130,5,795,245,4507.96,1
2,3,795,463,1668.94,1
131,3,795,326,9628.82,1
200,5,795,318,10631.74,1
85,3,795,58,13282.6,1
119,5,795,74,6850.11,1
9,3,795,72,13083.56,1
38,5,795,139,3434.05,1
7,5,795,431,7232.49,1
65,3,795,311,4416.36,1
123,5,795,183,9786.13,1
163,4,795,77,7949.62,1
125,3,795,113,6151.17,1
32,7,795,179,4685.89,1
49,7,795,452,5494.44,1
129,8,795,487,2563.54,1
157,7,795,47,5212.74,1
113,6,795,40,3485.08,1
105,8,795,443,4312.41,1
81,8,795,502,2085.85,1
80,6,795,494,6300.52,1
194,6,795,450,17772.11,1
21,8,795,216,32140.55,1
170,7,795,421,1501.57,1
177,8,795,49,2693.82,1
50,8,795,158,4895.71,1
158,7,795,105,10828.52,1
107,8,795,39,12459.79,1
93,7,795,248,4714.7,1
134,8,795,143,4112.61,1
108,7,795,8,5846.38,1
51,7,795,414,19858.51,1
86,7,795,198,9471.15,1
77,8,795,266,4478.94,1
83,8,795,193,2054.45,1
63,7,795,493,1611.95,1
31,8,795,3,10845.54,1
180,8,795,431,9388.55,1
44,8,795,24,11039.32,1
68,8,795,194,8647.36,1
187,8,795,43,1919.34,1
193,7,795,210,47140.17,1
1,6,795,80,24016.37,1
95,7,795,181,1503.93,1
127,8,795,54,9377.5,1
27,8,795,76,1964.01,1
117,8,795,429,14711.11,1
164,6,795,169,2797.97,1
142,8,795,458,7065.11,1
145,6,795,259,2018.86,1
186,7,795,422,4534.61,1
14,7,795,173,4179.6,1
126,8,795,447,9045.12,1
132,8,795,171,23183.39,1
72,8,795,44,5516.3,1
54,6,795,99,11842.55,1
102,7,795,256,2085.17,1
191,6,795,27,10975.3,1
41,6,795,20,9126.75,1
136,8,795,244,1934.41,1
98,6,795,30,9236.3,1
143,7,795,500,7940.47,1
144,7,795,246,9404.21,1
147,2,826,64,1559.94,1
124,2,826,329,8102.77,1
175,1,826,328,2532.51,1
171,1,826,245,7882.7,1
148,2,826,65,4404.59,1
5,2,826,112,2226.66,1
128,1,826,341,6157.04,1
82,2,826,43,1585.51,1
28,1,826,253,1594.02,1
46,1,826,390,9880.16,1
91,2,826,233,10931.47,1
176,2,826,241,2005.49,1
172,1,826,351,14218.28,1
155,1,826,121,2002.57,1
19,2,826,223,1778.26,1
94,1,826,394,2505.1,1
26,2,826,350,9162.46,1
55,2,826,313,3215.53,1
29,1,826,62,4128.44,1
181,1,826,249,11082.75,1
118,1,826,169,1741.33,1
174,1,826,183,14734.1,1
141,1,826,63,10162.84,1
188,1,826,386,14995.02,1
112,2,826,419,4320.96,1
34,1,826,16,1633.22,1
69,1,826,68,4256.5,1
62,1,826,422,5297.77,1
190,2,826,254,4083.85,1
17,2,826,2,5161.85,1
10,2,826,395,5545.2,1
199,2,826,116,4703.6,1
76,1,826,383,4875.68,1
106,2,826,234,9611.98,1
179,1,826,12,21059.63,1
111,2,826,396,10078.44,1
43,1,826,74,10589.74,1
173,2,826,53,6579.73,1
183,2,826,240,23969.94,1
53,2,826,229,3635.55,1
42,1,826,177,12777.09,1
116,2,826,343,5859.58,1
30,2,826,408,17965.17,1
66,1,826,115,3051.27,1
35,2,826,412,1793.43,1
195,2,826,306,14363.61,1
104,2,826,36,14184.62,1
73,1,826,163,2068.1,1
48,1,826,270,14992.14,1
33,1,826,27,9169.9,1
135,5,826,94,1797.28,1
184,3,826,69,10199.72,1
196,3,826,125,4478.12,1
78,5,826,427,1818.43,1
20,5,826,10,1997.42,1
88,3,826,87,11291.45,1
39,3,826,52,4182.55,1
22,3,826,176,4171.08,1
79,4,826,142,2581.24,1
37,5,826,323,4496.08,1
152,3,826,380,4052.34,1
67,5,826,40,1678.4,1
192,3,826,324,19049.82,1
97,3,826,137,7795.87,1
120,5,826,303,9841.55,1
122,4,826,328,1580.93,1
74,4,826,334,1984.86,1
137,4,826,17,12079.93,1
4,5,826,3,10498.14,1
110,3,826,422,10081.19,1
160,4,826,54,12717.71,1
40,4,826,473,6637.9,1
121,3,826,181,1707.51,1
149,5,826,171,17351.46,1
90,5,826,11,8180.52,1
189,5,826,416,6686.45,1
36,3,826,13,3334.71,1
156,3,826,419,5960.95,1
11,3,826,8,6907.06,1
89,3,826,149,7338.25,1
185,3,826,146,5560.16,1
169,3,826,471,10260.88,1
15,3,826,335,4543.46,1
168,5,826,252,14688.97,1
56,4,826,414,11613.92,1
198,3,826,80,4695.24,1
59,5,826,50,5383.27,1
6,5,826,44,5171.52,1
178,4,826,330,26470.39,1
64,5,826,257,4420.97,1
146,5,826,479,8654.24,1
58,4,826,248,11131.02,1
140,3,826,417,17017.5,1
109,3,826,155,5362.41,1
151,5,826,331,2148.44,1
139,4,826,70,1901.47,1
197,5,826,254,4262.23,1
130,5,826,245,4507.96,1
2,3,826,463,1668.94,1
131,3,826,326,9628.82,1
200,5,826,318,10631.74,1
85,3,826,58,13282.6,1
119,5,826,74,6850.11,1
9,3,826,72,13083.56,1
38,5,826,139,3434.05,1
7,5,826,431,7232.49,1
65,3,826,311,4416.36,1
123,5,826,183,9786.13,1
163,4,826,77,7949.62,1
125,3,826,113,6151.17,1
32,7,826,179,4685.89,1
49,7,826,452,5494.44,1
129,8,826,487,2563.54,1
157,7,826,47,5212.74,1
113,6,826,40,3485.08,1
105,8,826,443,4312.41,1
81,8,826,502,2085.85,1
80,6,826,494,6300.52,1
194,6,826,450,17772.11,1
21,8,826,216,32140.55,1
170,7,826,421,1501.57,1
177,8,826,49,2693.82,1
50,8,826,158,4895.71,1
158,7,826,105,10828.52,1
107,8,826,39,12459.79,1
93,7,826,248,4714.7,1
134,8,826,143,4112.61,1
108,7,826,8,5846.38,1
51,7,826,414,19858.51,1
86,7,826,198,9471.15,1
77,8,826,266,4478.94,1
83,8,826,193,2054.45,1
63,7,826,493,1611.95,1
31,8,826,3,10845.54,1
180,8,826,431,9388.55,1
44,8,826,24,11039.32,1
68,8,826,194,8647.36,1
187,8,826,43,1919.34,1
193,7,826,210,47140.17,1
1,6,826,80,24016.37,1
95,7,826,181,1503.93,1
127,8,826,54,9377.5,1
27,8,826,76,1964.01,1
117,8,826,429,14711.11,1
164,6,826,169,2797.97,1
142,8,826,458,7065.11,1
145,6,826,259,2018.86,1
186,7,826,422,4534.61,1
14,7,826,173,4179.6,1
126,8,826,447,9045.12,1
132,8,826,171,23183.39,1
72,8,826,44,5516.3,1
54,6,826,99,11842.55,1
102,7,826,256,2085.17,1
191,6,826,27,10975.3,1
41,6,826,20,9126.75,1
136,8,826,244,1934.41,1
98,6,826,30,9236.3,1
143,7,826,500,7940.47,1
144,7,826,246,9404.21,1
147,2,856,64,1559.94,1
124,2,856,329,8102.77,1
175,1,856,328,2532.51,1
171,1,856,245,7882.7,1
148,2,856,65,4404.59,1
5,2,856,112,2226.66,1
128,1,856,341,6157.04,1
82,2,856,43,1585.51,1
28,1,856,253,1594.02,1
46,1,856,390,9880.16,1
91,2,856,233,10931.47,1
176,2,856,241,2005.49,1
172,1,856,351,14218.28,1
155,1,856,121,2002.57,1
19,2,856,223,1778.26,1
94,1,856,394,2505.1,1
26,2,856,350,9162.46,1
55,2,856,313,3215.53,1
29,1,856,62,4128.44,1
181,1,856,249,11082.75,1
118,1,856,169,1741.33,1
174,1,856,183,14734.1,1
141,1,856,63,10162.84,1
188,1,856,386,14995.02,1
112,2,856,419,4320.96,1
34,1,856,16,1633.22,1
69,1,856,68,4256.5,1
62,1,856,422,5297.77,1
190,2,856,254,4083.85,1
17,2,856,2,5161.85,1
10,2,856,395,5545.2,1
199,2,856,116,4703.6,1
76,1,856,383,4875.68,1
106,2,856,234,9611.98,1
179,1,856,12,21059.63,1
111,2,856,396,10078.44,1
43,1,856,74,10589.74,1
173,2,856,53,6579.73,1
183,2,856,240,23969.94,1
53,2,856,229,3635.55,1
42,1,856,177,12777.09,1
116,2,856,343,5859.58,1
30,2,856,408,17965.17,1
66,1,856,115,3051.27,1
35,2,856,412,1793.43,1
195,2,856,306,14363.61,1
104,2,856,36,14184.62,1
73,1,856,163,2068.1,1
48,1,856,270,14992.14,1
33,1,856,27,9169.9,1
135,5,856,94,1797.28,1
184,3,856,69,10199.72,1
196,3,856,125,4478.12,1
78,5,856,427,1818.43,1
20,5,856,10,1997.42,1
88,3,856,87,11291.45,1
39,3,856,52,4182.55,1
22,3,856,176,4171.08,1
79,4,856,142,2581.24,1
37,5,856,323,4496.08,1
152,3,856,380,4052.34,1
67,5,856,40,1678.4,1
192,3,856,324,19049.82,1
97,3,856,137,7795.87,1
120,5,856,303,9841.55,1
122,4,856,328,1580.93,1
74,4,856,334,1984.86,1
137,4,856,17,12079.93,1
4,5,856,3,10498.14,1
110,3,856,422,10081.19,1
160,4,856,54,12717.71,1
40,4,856,473,6637.9,1
121,3,856,181,1707.51,1
149,5,856,171,17351.46,1
90,5,856,11,8180.52,1
189,5,856,416,6686.45,1
36,3,856,13,3334.71,1
156,3,856,419,5960.95,1
11,3,856,8,6907.06,1
89,3,856,149,7338.25,1
185,3,856,146,5560.16,1
169,3,856,471,10260.88,1
15,3,856,335,4543.46,1
168,5,856,252,14688.97,1
56,4,856,414,11613.92,1
198,3,856,80,4695.24,1
59,5,856,50,5383.27,1
6,5,856,44,5171.52,1
178,4,856,330,26470.39,1
64,5,856,257,4420.97,1
146,5,856,479,8654.24,1
58,4,856,248,11131.02,1
140,3,856,417,17017.5,1
109,3,856,155,5362.41,1
151,5,856,331,2148.44,1
139,4,856,70,1901.47,1
197,5,856,254,4262.23,1
130,5,856,245,4507.96,1
2,3,856,463,1668.94,1
131,3,856,326,9628.82,1
200,5,856,318,10631.74,1
85,3,856,58,13282.6,1
119,5,856,74,6850.11,1
9,3,856,72,13083.56,1
38,5,856,139,3434.05,1
7,5,856,431,7232.49,1
65,3,856,311,4416.36,1
123,5,856,183,9786.13,1
163,4,856,77,7949.62,1
125,3,856,113,6151.17,1
32,7,856,179,4685.89,1
49,7,856,452,5494.44,1
129,8,856,487,2563.54,1
157,7,856,47,5212.74,1
113,6,856,40,3485.08,1
105,8,856,443,4312.41,1
81,8,856,502,2085.85,1
80,6,856,494,6300.52,1
194,6,856,450,17772.11,1
21,8,856,216,32140.55,1
170,7,856,421,1501.57,1
177,8,856,49,2693.82,1
50,8,856,158,4895.71,1
158,7,856,105,10828.52,1
107,8,856,39,12459.79,1
93,7,856,248,4714.7,1
134,8,856,143,4112.61,1
108,7,856,8,5846.38,1
51,7,856,414,19858.51,1
86,7,856,198,9471.15,1
77,8,856,266,4478.94,1
83,8,856,193,2054.45,1
63,7,856,493,1611.95,1
31,8,856,3,10845.54,1
180,8,856,431,9388.55,1
44,8,856,24,11039.32,1
68,8,856,194,8647.36,1
187,8,856,43,1919.34,1
193,7,856,210,47140.17,1
1,6,856,80,24016.37,1
95,7,856,181,1503.93,1
127,8,856,54,9377.5,1
27,8,856,76,1964.01,1
117,8,856,429,14711.11,1
164,6,856,169,2797.97,1
142,8,856,458,7065.11,1
145,6,856,259,2018.86,1
186,7,856,422,4534.61,1
14,7,856,173,4179.6,1
126,8,856,447,9045.12,1
132,8,856,171,23183.39,1
72,8,856,44,5516.3,1
54,6,856,99,11842.55,1
102,7,856,256,2085.17,1
191,6,856,27,10975.3,1
41,6,856,20,9126.75,1
136,8,856,244,1934.41,1
98,6,856,30,9236.3,1
143,7,856,500,7940.47,1
144,7,856,246,9404.21,1
147,2,887,64,1559.94,1
124,2,887,329,8102.77,1
175,1,887,328,2532.51,1
171,1,887,245,7882.7,1
148,2,887,65,4404.59,1
5,2,887,112,2226.66,1
128,1,887,341,6157.04,1
82,2,887,43,1585.51,1
28,1,887,253,1594.02,1
46,1,887,390,9880.16,1
91,2,887,233,10931.47,1
176,2,887,241,2005.49,1
172,1,887,351,14218.28,1
155,1,887,121,2002.57,1
19,2,887,223,1778.26,1
94,1,887,394,2505.1,1
26,2,887,350,9162.46,1
55,2,887,313,3215.53,1
29,1,887,62,4128.44,1
181,1,887,249,11082.75,1
118,1,887,169,1741.33,1
174,1,887,183,14734.1,1
141,1,887,63,10162.84,1
188,1,887,386,14995.02,1
112,2,887,419,4320.96,1
34,1,887,16,1633.22,1
69,1,887,68,4256.5,1
62,1,887,422,5297.77,1
190,2,887,254,4083.85,1
17,2,887,2,5161.85,1
10,2,887,395,5545.2,1
199,2,887,116,4703.6,1
76,1,887,383,4875.68,1
106,2,887,234,9611.98,1
179,1,887,12,21059.63,1
111,2,887,396,10078.44,1
43,1,887,74,10589.74,1
173,2,887,53,6579.73,1
183,2,887,240,23969.94,1
53,2,887,229,3635.55,1
42,1,887,177,12777.09,1
116,2,887,343,5859.58,1
30,2,887,408,17965.17,1
66,1,887,115,3051.27,1
35,2,887,412,1793.43,1
195,2,887,306,14363.61,1
104,2,887,36,14184.62,1
73,1,887,163,2068.1,1
48,1,887,270,14992.14,1
33,1,887,27,9169.9,1
135,5,887,94,1797.28,1
184,3,887,69,10199.72,1
196,3,887,125,4478.12,1
78,5,887,427,1818.43,1
20,5,887,10,1997.42,1
88,3,887,87,11291.45,1
39,3,887,52,4182.55,1
22,3,887,176,4171.08,1
79,4,887,142,2581.24,1
37,5,887,323,4496.08,1
152,3,887,380,4052.34,1
67,5,887,40,1678.4,1
192,3,887,324,19049.82,1
97,3,887,137,7795.87,1
120,5,887,303,9841.55,1
122,4,887,328,1580.93,1
74,4,887,334,1984.86,1
137,4,887,17,12079.93,1
4,5,887,3,10498.14,1
110,3,887,422,10081.19,1
160,4,887,54,12717.71,1
40,4,887,473,6637.9,1
121,3,887,181,1707.51,1
149,5,887,171,17351.46,1
90,5,887,11,8180.52,1
189,5,887,416,6686.45,1
36,3,887,13,3334.71,1
156,3,887,419,5960.95,1
11,3,887,8,6907.06,1
89,3,887,149,7338.25,1
185,3,887,146,5560.16,1
169,3,887,471,10260.88,1
15,3,887,335,4543.46,1
168,5,887,252,14688.97,1
56,4,887,414,11613.92,1
198,3,887,80,4695.24,1
59,5,887,50,5383.27,1
6,5,887,44,5171.52,1
178,4,887,330,26470.39,1
64,5,887,257,4420.97,1
146,5,887,479,8654.24,1
58,4,887,248,11131.02,1
140,3,887,417,17017.5,1
109,3,887,155,5362.41,1
151,5,887,331,2148.44,1
139,4,887,70,1901.47,1
197,5,887,254,4262.23,1
130,5,887,245,4507.96,1
2,3,887,463,1668.94,1
131,3,887,326,9628.82,1
200,5,887,318,10631.74,1
85,3,887,58,13282.6,1
119,5,887,74,6850.11,1
9,3,887,72,13083.56,1
38,5,887,139,3434.05,1
7,5,887,431,7232.49,1
65,3,887,311,4416.36,1
123,5,887,183,9786.13,1
163,4,887,77,7949.62,1
125,3,887,113,6151.17,1
32,7,887,179,4685.89,1
49,7,887,452,5494.44,1
129,8,887,487,2563.54,1
157,7,887,47,5212.74,1
113,6,887,40,3485.08,1
105,8,887,443,4312.41,1
81,8,887,502,2085.85,1
80,6,887,494,6300.52,1
194,6,887,450,17772.11,1
21,8,887,216,32140.55,1
170,7,887,421,1501.57,1
177,8,887,49,2693.82,1
50,8,887,158,4895.71,1
158,7,887,105,10828.52,1
107,8,887,39,12459.79,1
93,7,887,248,4714.7,1
134,8,887,143,4112.61,1
108,7,887,8,5846.38,1
51,7,887,414,19858.51,1
86,7,887,198,9471.15,1
77,8,887,266,4478.94,1
83,8,887,193,2054.45,1
63,7,887,493,1611.95,1
31,8,887,3,10845.54,1
180,8,887,431,9388.55,1
44,8,887,24,11039.32,1
68,8,887,194,8647.36,1
187,8,887,43,1919.34,1
193,7,887,210,47140.17,1
1,6,887,80,24016.37,1
95,7,887,181,1503.93,1
127,8,887,54,9377.5,1
27,8,887,76,1964.01,1
117,8,887,429,14711.11,1
164,6,887,169,2797.97,1
142,8,887,458,7065.11,1
145,6,887,259,2018.86,1
186,7,887,422,4534.61,1
14,7,887,173,4179.6,1
126,8,887,447,9045.12,1
132,8,887,171,23183.39,1
72,8,887,44,5516.3,1
54,6,887,99,11842.55,1
102,7,887,256,2085.17,1
191,6,887,27,10975.3,1
41,6,887,20,9126.75,1
136,8,887,244,1934.41,1
98,6,887,30,9236.3,1
143,7,887,500,7940.47,1
144,7,887,246,9404.21,1
147,2,917,64,1559.94,1
124,2,917,329,8102.77,1
175,1,917,328,2532.51,1
171,1,917,245,7882.7,1
148,2,917,65,4404.59,1
5,2,917,112,2226.66,1
128,1,917,341,6157.04,1
82,2,917,43,1585.51,1
28,1,917,253,1594.02,1
46,1,917,390,9880.16,1
91,2,917,233,10931.47,1
176,2,917,241,2005.49,1
172,1,917,351,14218.28,1
155,1,917,121,2002.57,1
